1291	The Return of Frank Byron	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2060	Sport	55	5.12c	4	Move 20 feet right from the corner to a line of bolts beginning with a horizontal shelf. No, nothing broke. The holds are just tough to see. Grab the shelf to start then trend left on pockets and edges. Veer back right to the second bolt, clip it, then crank a few more moves to reach an incut slot. Shake, then follow easier ground to the anchors.	4	32	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be40ecde0e8,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be3f04e39b4	0
1292	Curbside No Traction	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2061	Sport	35	5.10c	4.24	This is the first line on the main Curbside wall. It's possible to head right from the previous lines but easier to walk back down to the road then follow the trail to the left near the next oil pump. From where the approach trail meets the wall, walk about 100 feet left and up to a ledge from where this and the next route can be accessed. This is the line on the left of the clean slab and begins left of a rounded flake-like feature. Burn rubber.	5	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45c6435fc2e7f	0
1293	Ankle Brute	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2062	Sport	35	5.11a	3.18	This is the next slab line right of Curbside No Traction.	6	23	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45c643a92d716	0
1294	The Second Labor of Hercules	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2063	Sport	50	5.10c	2.21	The next two lines are located just left of the corner of the main Curbside wall. This is the line on the left and takes on the featured wall using pinches and underclings.	7	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/463640ab62adc,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be34db9aae8	0
1295	Single Finger Salute	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2064	Sport	55	5.10c	2.65	Move right a few feet to the next line. Begin with a tough start then move up through pumpy moves to the chains. Better rock quality than the previous line.	8	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/463ca2d7d1aca,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46363f0e72f15	0
1296	Ghost in the Machine	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2065	Sport	60	5.10c	3.67	This enjoyable line begins 10 feet right and around the corner from the previous two lines. It is the first line on the main east face of Curbside. Climb up through sloping holds to a large ledge. Pull off the ledge into a short section of steeper rock to reach the chains.	9	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4636393765e6e	0
1297	Subtle Thievery	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2066	Sport	65	5.11c	2.85	Step right about 15 feet to the next line which takes on the adventurous looking face above.	10	25	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/564c94aa1eb3c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/564c93d4b3676	0
1298	Conscription	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2067	Sport	65	5.11c	3.75	This excellent pumper is just right of the previous line. Climb sustained pockets and edges passing a tough move or two along the way. Beach onto a sandy ledge, finagle a rest, reach high to find the best holds you can get, then high step and heel hook over the roof to a relieving finish.	11	25	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/463638b772ef0,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be441e3e77a	0
1299	Avalanche Run	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2068	Sport	65	5.11d	3.67	This line is marked by an obvious large roof with a fixed draw. Pull on positive holds to reach the intimidating roof. Locate key holds, release the feet, and hope the barndoor doesn't pull you off. Hang on to reach the chains.	12	26	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be4239104ba	0
1300	Wildfire	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2069	Sport	50	5.12a	4.48	The next few lines are on the steeper and less featured right hand side of the wall. Begin about 10 feet right of the previous line on a boulder. Step out into a right angling traverse to reach a sloping ledge. Bust straight up through the fingery face, make the last clip, then blast through the final moves to the chains. There is often a hornets' nest in the sand just below a big rock next to Wildfire.	13	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fc75a5e50d54,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fc75a2c21440,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fc759f9e3667,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fc7598535d88,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4d50a6ef9e343,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45c6898140735,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be41ffbc6c0	0
1301	Outbreak	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2070	Sport	55	5.12b	3.25	This is the next route right of Wildfire on the overhanging orange wall. Begin with a steep move to reach a sloping ledge. Trend right up the face using bullet pockets and finger slots to a reacharound move near the top.	14	31	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45c66e581866a,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be431cb9306	0
1302	Thunder	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2071	Sport	60	5.12c	2	Last route on the main overhanging Curbside wall at this time. Begin 10 feet right on sandy holds. Blast through small edges on a blank section of the wall to reach a band of pockets. Gain relief on the pockets then bear down for another blank run to the anchors. Equipped by Kipp Trummel	15	32	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45c66dfe97330,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45be4357b50d4	0
1303	Fillet the Hand	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3774	Sport	70	5.12a	0	Start off climbing through a series of thin, reachy moves to a jug then continue up the featured face below the roof. Boulder and jam your way out the roof using whatever trickery you can imagine. Take a tour of the massive hueco then climb the vertical, pocketed headwall to a thinner finish.	15	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5c17c44d1a9bb	0
1304	Massive Attack	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2446	Sport	85	5.12a	4.29	Long, slightly overhanging face climb to the right of the main wall and directly right of a crack in a dihedral. Technical climbing leads to a no hands ledge at mid height. Continue through sustained pumpy climbing to tough moves before the anchors.	16	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5177ff059db0a,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fce00d2220ca,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fce0094e2005,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fce004233356	0
1342	Catholics' Traverse	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2423	Trad	90	5.8	2	As the approach trail meets the cliff it forks left. Follow this trail for several hundred feet, passing several bolted routes, and pass beneath a low overhang after a slight downhill. As you round the corner and look right you will see an impressive chunk of leaning rock hosting The Departure and Dagobah. This is the chimney to the left. The FA party said he would never do it again, so let that be a hint.	1	9		0
1343	The Departure	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2424	Sport	80	5.12	4	The left line on the leaning pillar right of Catholics Traverse. Tough sloping boulder problems with difficult clips will have you struggling more than you ever have on a 12c. Best attempted in frigid temps for maximum friction.	2	29	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50299e631777b	0
1344	Dagobah	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2425	Sport	80	5.12a	3.2	Just right of The Departure. Begin withfour bolts of steep underclings and sloping pinches that leadto a ledge so big you�ll think you climbed back to the ground.From the ledge choose your path, which includes either fivebolts of crusty jugs or five bolts of forced but more enjoyablesteep climbing	3	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50299eaab15a7	0
1345	Admiral Ackbar	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2426	Trad	60	5.8	2	Climb the left dihedral then hand-traverse out left to a tree on the ledge (before things get steep) to descend. If things got steep and then there were anchors, congratulations! You just did It's a Trap!	4	9		0
1346	It's a Trap!	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2440	Mixed	80	5.10c	4.5	About 200 feet right from Dagobah and 150 feet left of where the approach trail forks left is a blocky section of wall which splits from slab to steep at midheight. This worthy trad line begins on the left side of the wall and takes on the steep crack system. Begin with the dihedral then launch intosteep climbing with decent protection and a single bolt. Theremay be anchors before the steep climbing begins, whichmakes for a decent 5.8''	5	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fdbca58c23f8,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fdbca39b3786,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4fa1432c6106f	0
1347	Wookie Love Nest	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2427	Sport	80	5.12c	5	Who says you can't have your slab and steep rock too? Take on the demanding slab just left of the corner surpassing a tough move to pull the ocean wave at the third bolt. Put more time in on the slab then shift gears to enjoy the more familiar kick-backed steepness to the chains.	6	32	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5029a0281832b	0
1348	Stormtrooper	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2428	Trad	60	5.10a	4	Just right of Wookie Love Nest on the right side of the blocky wall is this thin crack system. Climb it and take the small gear along for the ride.''	7	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5029a06b73332	0
1349	Evil Emperor	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2429	Sport	90	5.13a	5	25 feet left of Redneck Jedi is slightly overhanging golden face marked by a hueco 25 feet up. Excellent technical face climbing that gets harder the higher you get.	8	37	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/57dc23d94fff7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50299cd5b6611	0
1350	Redneck Jedi	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2355	Mixed	85	5.11c	3	30 feet left of Yound Jedi, this line follows the obvious right leaning crack. Start on large holds that quickly lead you into a hand crack. Use it and crimps to get you to a small perch halfway up the route. When the crack disappears, microcrimp and smear your way till it opens again.	9	25	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50299f6ed7a7d	0
1351	Young Jedi	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1636	Sport	60	5.11b	2.68	As you hike the trail toward the main wall head left about 100 feet when you first reach rock to locate this slabby line. Begins on a boulder just right of a mixed dihedral.	10	24	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50299f39d3ed0	0
1352	Grippy Green	https://www.redriverclimbing.com/RRCGuide/?type=route&id=927	Sport	90	5.12a	4.42	As you near the wall from the approach trail,head right and this slab route is the first route on the wall. Boulder up a flake for a few bolts then continue up the slab to a break. Climb steeper rock past a bolt to the anchors.	11	30		0
1353	Count Dooku	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3235	Sport	85	5.11c	4.16	Sustained slab and face with a reachy crux, right of Grippy Green.	11	25	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/54792936e96b3	0
1354	Younglings	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3882	Sport	40	5.10b	2.6	Technical climbing flows through consistently good edges and a variety of pockets to a cruxy set of crimps up top. Might even warm up the fingers slightly better than its neighbors.	11	17		0
1355	Small Fry	https://www.redriverclimbing.com/RRCGuide/?type=route&id=928	Sport	40	5.9	3.12	This is the 2nd route on the wall just right of fat whacker, on the short sub butress before the main Dark Side.	12	12		0
1356	Padawan	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2034	Sport	40	5.10a	2.78	20 feet right of ''Small Fry" is this slightly overhanging plated face. The route still needs to be cleaned so beware since it may have some dirty and/or friable sections.	13	16	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45620043067c3	0
1357	Techulicous	https://www.redriverclimbing.com/RRCGuide/?type=route&id=929	Sport	50	5.12a	3.35	This route is directly above small fry but approached by walking around the small butress and walking up the tree stair to the left of the main dark side.	14	30		0
1358	Mama Benson	https://www.redriverclimbing.com/RRCGuide/?type=route&id=930	Sport	50	5.12a	3.51	This is the first route on the main wall, highest up the ramp to the left. Steep pump fest to a hard few moves at the top.	15	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/53610088a0fd7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5360ff971a5d6,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/48fc5d6359b61	0
1359	Shanghai	https://www.redriverclimbing.com/RRCGuide/?type=route&id=931	Sport	50	5.12d	4.47	This route begins on the same ramp as the previous routes and just right of Mama Benson. Power through pumpy holds to a series of long moves before the chains.	16	33		0
1360	Big Burley	https://www.redriverclimbing.com/RRCGuide/?type=route&id=932	Sport	60	5.13b	3.83	This route lies just right of Shanghai and is the third route from the right on the ramp. Power through pumpy moves to a boulder problem finish.	17	38	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250c498d15e8,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250c4878927c	0
1361	American Dream	https://www.redriverclimbing.com/RRCGuide/?type=route&id=933	Sport	65	5.12b	4.3	This is the lowest route on the ramp before the main staging area. Most people clip the second bolt to start. Climb up and pull a tough move at the 2nd bolt then continue up through sustained and pumpy climbing to the anchors.	18	31	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7efc7524173,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7efc43ed06c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7efc1d93e3d,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bfa7d653ebed,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bfa7d4043861	0
1362	The Death Star	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2187	Sport	70	5.14b	0	Darth Vader's project is complete! Start 15 feet left of Darth Moll. V11 climbing on thin pockets leads to a one move V8. Then proceed through 13b/c terrain on a circuitous path trying to avoid the good holds on the neighboring route. At the last resting jug go left and make a cool throw to a sloping jug or straight up and finish on Darth Moll, same grade either way. Equipped by Brad Weaver with gear donated by Dario Ventura.	19	45		0
1363	The Return of Darth Moll	https://www.redriverclimbing.com/RRCGuide/?type=route&id=934	Sport	65	5.13b	4.89	This route shares the start of Jedi Mind Trick then angles left. It is the first route from the right that does not begin on the ramp.	20	38	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7f993c23499,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7f991e6d363,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7f98ffdb81e	0
1364	Jedi Mind Trick	https://www.redriverclimbing.com/RRCGuide/?type=route&id=935	Sport	75	5.13b	0	This is the second route to the right of where the ramp begins and shares the first bolt of The Return of Darth Moll. Boulder up to a mono dyno then continue up easier ground to the anchors.	21	38		0
1365	The Force	https://www.redriverclimbing.com/RRCGuide/?type=route&id=936	Sport	75	5.13a	4.88	This route begins a few feet right of Jedi Mind Trick and climbs through enduring moves to a more difficult finish.	22	37	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5a2203010d34a,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250c0441c5cb,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bca4001e9,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bca0abbf7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bc6accd06,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bc51c954c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bc4ec4e2b,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bb92e9f65,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4b0ad693f0c6c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4b0ad67402696,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4496d06c61c32,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4496d08705534	0
1366	Mind Meld	https://www.redriverclimbing.com/RRCGuide/?type=route&id=937	Sport	75	5.12d	4.48	This route begins just right of The Force. Boulder up through spock fingered pockets, make a difficult third clip, then continue climbing. Hang on before the anchors.	23	33	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/49d6421edb1f0	0
1367	Elephant Man	https://www.redriverclimbing.com/RRCGuide/?type=route&id=938	Sport	75	5.13b	4.94	Step a few feet right from Mind Meld to locate this beast. Start on slopey holds then crank hard boulder problems for the first five bolts. Relax, then hang on for the anchors.	24	38	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/536949fba4c39,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bf4403a48,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bf332069e,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bf1d5b2da,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bf070fd63,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bca24c1305a7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4b0ad6b88b4f6,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46e1be055f0ab,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/elephantman.jpg	0
1368	Tuskan Raider	https://www.redriverclimbing.com/RRCGuide/?type=route&id=939	Sport	75	5.12d	4.34	Start on the same slopey holds as Elephant Man but traverse right on heel hooks to a good rest. Take a breather then fire up to a difficult boulder problem right beneath a large hueco. Ponder ethics, then continue to the chains.	25	33	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bdfe2eb5d,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bdea221c6,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5250bd56df19d,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/44b501004fbe0,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/44b500d964bbf	0
1369	Straight Outta Locash	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2253	Sport	0	5.13a	4	Begin by climbing Tuskan Raider then move right out of the large hueco to finish on Straight Outta Campton. Linkup.	26	37		0
1370	Straight Outta Campton	https://www.redriverclimbing.com/RRCGuide/?type=route&id=947	Sport	75	5.13b	4.73	Begin by climbing Swingline then move left into the large hueco.	27	38	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5dbb245587ed6	0
1371	Swingline	https://www.redriverclimbing.com/RRCGuide/?type=route&id=948	Sport	75	5.13d	5	This line has become the most sought after 13d in the Red. Same start as Straight Outta Campton but breaks right. Begins with 5.13a climbing to a very difficult boulder problem. Continue up the sustained face to the chains.	28	40	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7f9c35d0acc,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4c7f99936cf66,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bfa6224b03a5,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bfa61a11d3b6,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bfa61657f247,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4bfa614050677	0
1372	Non starter	https://www.redriverclimbing.com/RRCGuide/?type=route&id=949	Sport	75	5.13b	3	This is the route furthest on the right. A0 to the first bolt then crank through to the anchors.	29	38	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/532e35dbac7eb,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/532e350e0b9bc	0
1373	Phantom Menace	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3234	Sport	60	5.12d	3.67	Climb the cheater stone tower right of non-starter to reach the starting holds. Pull on and battle your way up the large slopey rail feature.	29	33	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5638294fc6be1,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/563828916a163,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5638287d48a28,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/54695b92f272c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/54667a5c4d19f	0
1374	Barn Dance	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2469	Sport	60	5.10d	3.24	Right most route at dark side. 200 feet right of nonstarter. Fun varied climbing on awesome rock formations.	30	19	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5004a048c92be	0
1375	Praestantissimum	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2505	Sport	85	5.12a	4.6	Conquer a short powerful boulder problem at the start to gain the comfort of several large holds. Get your head on straight then move onto the slabby top, passing a committing crux along the way. End in a beautiful half-sunken hueco.	31	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50856b9b1df22	0
1647	Hotdog in a Hallway	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3372	Trad	60	5.9	3.5	The steep gaping chimney just left of Guilty Pleasure. Mostly medium cams with stemming and a wild step-across crux at the top. Belay on top to keep your rope from getting hopelessly sutck in the crack when lowering.	0	12		0
1648	Guilty Pleasure	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3217	Sport	55	5.11d	4.33	Solid technical face climbing up a golden lichen-covered face left of Slick and the 9mm.	1	26	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/583ed2f0722a6,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/583ed26ed274c	0
1649	Slick and the 9mm	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1009	Sport	0	5.10b	3.43	This is the farthest left route on the wall, located about 35 feet left of the bolted seam of Hakuna Mata. Climb over a bulge and up to the anchors in the middle of the face. From the anchors, it is possible to traverse right to a left-facing dihedral and continue to another set of anchors about 40 feet up. This pitch goes at 5.9.	1	17	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/49b644a9d2314,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/49b6448063cb1,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/49b6442b1e5bb,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45304543880b2	0
1650	Layback and Groove	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3779	Sport	50	5.10b	2.6	Layback the difficult crack/corner, then move left onto the steep face and up into the headwall to finish on giant chickenheads.	1	17		0
1651	Slut Men	https://www.redriverclimbing.com/RRCGuide/?type=route&id=840	Sport	70	5.11d	2.2	This route is located about 10 feet left of Hatuna Makata under an overhang. Climb chossy rock to the overhang and pull over it to gain access to better rock quality. Pull over another bulge to gain the face then continue on shrinking holds to the anchors.	2	26	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4530459d882b7	0
1652	Crimps and Bloods	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2647	Sport	95	5.12a	3.3	Currently the longest route on the wall, this lengthy crimp fest begins 10 feet left of Hakuna Matata. Just enough rests along the way to keep the grade palatable but delivers a nice punch at the end.	2	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/52433bf93a8f5	0
1653	Hakuna Matata	https://www.redriverclimbing.com/RRCGuide/?type=route&id=839	Sport	85	5.12a	4.19	This sustained route follows a thin crack/seam system on the left side of a gently overhanging golden face. Boulder up to a small ledge, then climb crimps and fingertip locks to the anchors.	3	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5c0936db29c65	0
1654	Extra Backup	https://www.redriverclimbing.com/RRCGuide/?type=route&id=838	Sport	70	5.12a	3.79	A shorter climb on the golden face right of Hakuna Matata. Climb small crimps past well-spaced bolts to the anchors.	4	30		0
1655	Fire and Brimstone	https://www.redriverclimbing.com/RRCGuide/?type=route&id=837	Sport	90	5.10d	4.43	This route begins in an obvious dihedral. Climb the funky dihedral to a stance. Pull through a series of good edges, then head right for the saddle sit-down on the arete. Continue up through easier moves to the anchors.	5	19	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/522db8d099293,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/522db8ad49d7f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4a0322f7585a8,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46a3f2bd30048,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/45304600e72d3,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43a71b5b9f1cb	0
1656	Naked Lunch	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2473	Sport	80	5.12a	3.89	A great plated jug line just left of Breakfast Burrito. Nope, it's not a squeeze job. You just never noticed this gorgeous line. Like keeping a straight face this line becomes more difficult the higher you get. A gimme for some. Watch out for gigantic talking insects.	5	30	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/580e1a4d1c4aa,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/50341a099e99f,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5012fe13a64ce	0
1657	Breakfast Burrito	https://www.redriverclimbing.com/RRCGuide/?type=route&id=836	Sport	80	5.10d	4.65	Classic. About 40 feet left of the approach trail is an attractive plated face with an alcove about 60 feet up. Climb up to the alcove, take a deep breath, then brave the exposed arete and steep face to the anchors. The famous ''flexi-hold" finally broke, making for a tough crux clip.	6	19	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/4753f693478d3,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46a3f286ce82c,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/46a3f279d916b,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/breakfastburrito.jpg	0
1658	A Wave New World	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3240	Sport	50	5.10c	2.74	Start in a super featured runnel and encounter a little boulder problem at the 3rd bolt. Climbs more interesting than it looks from the ground. Equipped with glue-in bolts.	6	18	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5c7b2c28442c2	0
1659	Make a Wish	https://www.redriverclimbing.com/RRCGuide/?type=route&id=1005	Sport	75	5.10b	3.52	Walk left from the approach trail about 20 feet to find this line. Boulder up to good holds, move right around a flake/overhang, then surmount a ledge. Climb pockets and small edges, then jugs to the top of a point of rock.	7	17	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/51311dd616c26,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43a71c69277b7,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/43a71c5547388	0
1660	Death Wish	https://www.redriverclimbing.com/RRCGuide/?type=route&id=2767	Sport	90	5.12a	0	Extension to Make a Wish	7	30		0
1661	Triggered (Closed Project)	https://www.redriverclimbing.com/RRCGuide/?type=route&id=3888	Sport	105	5.13-	1.75		7	35	https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5f24c284193bf,https://www.redriverclimbing.com/RRCGuide/phpThumb.php?src=img/5f24bde40d660	0
1662	Whipper Snapper	https://www.redriverclimbing.com/RRCGuide/?type=route&id=841	Sport	80	5.12b	3.55	At the end of the approach trail is an overhanging face with many bolted lines. This route is the first line encountered and begins just right of a crack. Climb finger pockets to a ego busting crux near the third bolt. Pull onto the overhanging face and bust through several tough moves which could quite possibly destroy the forearms. Take advantage of any shakes you can get as you approach the final awkward anchor clip.	8	31		0
